id,value
id_128,19.063233429307168
id_129,16.04724289397416
id_130,3.052388668309672
id_131,34.016668355031854
id_132,13.138579666894982
id_133,21.236230009870464
id_134,24.46623088060572
id_135,21.96415946202757
id_136,8.269718884318506
id_137,21.41601206211907
id_138,80.74318750761252
id_139,60.611776265339245
id_140,29.740036364100344
id_141,18.004359189884624
id_142,24.55494037986716
id_143,7.142005173456839
id_144,10.587204654669188
id_145,9.979560811546008
id_146,18.333250995475524
id_147,8.52223527650585
id_148,13.413650871901018
id_149,15.720850748949326
id_150,49.46964524728322
id_151,18.74754985789731
id_152,23.239728037216135
id_153,15.24940138820745
id_154,16.870110401225297
id_155,26.944581026433305
id_156,20.474049815911297
id_157,35.33117431898588
id_158,2.947463554181268
id_159,19.192820760274607
id_160,43.723298844486116
id_161,18.718868974783508
id_162,61.05024425530742
id_163,18.640555721149635
id_164,35.375792085778244
id_165,23.900778197858376
id_166,22.384011596659747
id_167,0.7499997721244545
id_168,67.4890103440354
id_169,16.40192594540204
id_170,16.41119814101464
id_171,73.88138085751662
id_172,21.055949015972466
id_173,3.3393394594725017
id_174,25.255559979418287
id_175,1.6103098181432323
id_176,7.367305536731278
id_177,18.428721547819134
id_178,19.277267697188762
id_179,20.513069440678688
id_180,45.030183225557344
id_181,29.04857843959904
id_182,27.32035500697536
id_183,11.956239920189978
id_184,6.371574436677141
id_185,41.04920033871176
id_186,36.48684370027035
id_187,35.03615392326812
id_188,14.535010311871245
id_189,22.956119404074304
id_190,14.487926896256251
id_191,15.818905742730976
id_192,32.60950003309855
id_193,75.1441451524903
id_194,29.16586482756269
id_195,13.218810218856945
id_196,62.464238484634144
id_197,17.561095734658057
id_198,19.2653967092197
id_199,22.32514860742374
id_200,152.50605145458178
id_201,26.21631167579337
id_202,59.34818645162498
id_203,5.8565851436387755
id_204,60.89682330870597
id_205,36.82707633660044
id_206,14.432404808323199
id_207,14.758125208749252
id_208,66.21525745052332
id_209,14.31288082879582
id_210,31.958969864474046
id_211,70.11166815088731
id_212,21.209937775702386
id_213,96.26172672359823
id_214,40.3093857570262
id_215,75.92113090870926
id_216,105.41293041787911
id_217,75.64261422414634
id_218,28.987527893888966
id_219,19.561842641259354
id_220,30.74046258557038
id_221,55.979369697354414
id_222,26.597689376383016
id_223,39.72801976802261
id_224,44.076841328924225
id_225,7.099868672040474
id_226,4.409397918638648
id_227,78.8755088984488
id_228,29.18545574660878
id_229,2.258009654748177
id_230,39.78941832605974
id_231,13.895471313272775
id_232,20.796055905934626
id_233,7.357754941026823
id_234,13.031942662934643
id_235,23.267218023087846
id_236,14.18650833409281
id_237,0.25597621866447173
id_238,22.037647565693174
id_239,5.014352082427077
